0	1	1	0
0	2	1	0
0	3	1	0
0	4	1	0
0	5	1	0
1	1	1	0
1	2	1	0
1	3	1	0
1	4	1	0
1	5	1	0
2	1	1	0
2	2	1	0
2	3	1	0
2	4	1	0
2	5	1	0	
3	1	1	0
3	2	1	0
3	3	1	0
3	4	1	0
3	5	1	0
4	1	1	0
4	2	1	0
4	3	1	0
4	4	1	0
4	5	1	0
5	1	1	0
5	2	1	0
5	3	1	0
5	4	1	0
5	5	1	0
6	1	1	0
6	2	1	0
6	3	1	0
6	4	1	0
6	5	1	0
7	1	1	0
7	2	1	0
7	3	1	0
7	4	1	0
7	5	1	0
8	1	1	0
8	2	1	0
8	3	1	0
8	4	1	0
8	5	1	0
9	1	1	0
9	2	1	0
9	3	1	0
9	4	1	0
9	5	1	0
10	1	1	0
10	2	1	0
10	3	1	0
10	4	1	0
10	5	1	0
11	1	1	0
11	2	1	0
11	3	1	0
11	4	1	0
11	5	1	0
12	1	1	0
12	2	1	0
12	3	1	0
12	4	1	0
12	5	1	0
13	1	1	0
13	2	1	0
13	3	1	0
13	4	1	0
13	5	1	0
14	1	1	0
14	2	1	0
14	3	1	0
14	4	1	0
14	5	1	0
15	1	1	0
15	2	1	0
15	3	1	0
15	4	1	0
15	5	1	0
16	1	1	0
16	2	1	0
16	3	1	0
16	4	1	0
16	5	1	0
17	1	1	0
17	2	1	0
17	3	1	0
17	4	1	0
17	5	1	0
18	1	1	0
18	2	1	1
18	3	2	2
18	4	3	3
18	5	4	4
19	1	2	0
19	2	1	1
19	3	3	0
19	4	3	0
19	5	2	3
20	1	5	0
20	2	3	0
20	3	1	0
20	4	1	0
20	5	3	2
21	1	1	0
21	2	1	0
21	3	1	0
21	4	1	0
21	5	4	1
22	1	1	0
22	2	1	0
22	3	1	0
22	4	1	0
22	5	1	0
23	1	1	0
23	2	1	0
23	3	1	0
23	4	1	0
23	5	1	0
